설문 문제 일련번호,설문 유형 일련번호,항목 출력 순서,설문 문항 설명,프로그램 종류,설문 상세 구분 코드,설문 답항 구분 코드,설문 답항 갯수
3104,455,0,서비스 이용과정,,,CD_00000000000000064,
3105,455,0,고객 이용목적 부합,,,CD_00000000000000064,
3106,455,0,프로그램 이해도,,,CD_00000000000000064,
3107,455,0,프로그램 도움 여부,,,CD_00000000000000064,
3108,455,0,교육 기자재,,,CD_00000000000000064,
3109,455,0,진행자 전문성,,,CD_00000000000000064,
3110,455,0,사회적 배려자 고려,,,CD_00000000000000064,
3111,455,0,프로그램 공간 적절성,,,CD_00000000000000064,
3112,455,0,외부시설 관리 적절성,,,CD_00000000000000064,
3113,455,0,시설 안내표시,,,CD_00000000000000064,
3114,455,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
3115,455,0,희망사항 충족,,,CD_00000000000000064,
3116,455,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
3117,455,0,재방문 의사,,,CD_00000000000000064,
3118,455,0,주변지인 소개의향,,,CD_00000000000000064,
3119,456,0,기타의견,,,CD_00000000000000061,
3120,457,0,01월 01일,,,CD_00000000000000062,
3121,457,0,01월 02일,,,CD_00000000000000062,
3122,457,0,01월 03일,,,CD_00000000000000062,
3123,457,0,01월 04일,,,CD_00000000000000062,
3124,457,0,01월 05일,,,CD_00000000000000062,
3125,458,0,1순위,,,CD_00000000000000063,3
3126,459,0,감성미인(비눗방울),감성충전,,CD_00000000000000064,
3127,459,0,손마사지,활력찾기,,CD_00000000000000064,
3128,459,0,공예미인(머그컵꾸미기),감성충전,,CD_00000000000000064,
3129,459,0,명상미인,감성충전,,CD_00000000000000064,
3130,459,0,진행 시간,,,CD_00000000000000064,
3131,460,0,직원응대,,,CD_00000000000000064,
3132,460,0,업무 신속성,,,CD_00000000000000064,
3133,460,0,서비스 이용과정,,,CD_00000000000000064,
3134,460,0,고객 이용목적 부합,,,CD_00000000000000064,
3135,460,0,프로그램 이해도,,,CD_00000000000000064,
3136,460,0,프로그램 도움 여부,,,CD_00000000000000064,
3137,460,0,교육 기자재,,,CD_00000000000000064,
3138,460,0,진행자 전문성,,,CD_00000000000000064,
3139,460,0,사회적 배려자 고려,,,CD_00000000000000064,
3140,460,0,프로그램 공간 적절성,,,CD_00000000000000064,
3141,460,0,외부시설 관리 적절성,,,CD_00000000000000064,
3142,460,0,시설 안내표시,,,CD_00000000000000064,
3143,460,0,내부 교육시설 쾌적성,,,CD_00000000000000064,
3144,460,0,희망사항 충족,,,CD_00000000000000064,
3145,460,0,이용 후 신뢰감 획득,,,CD_00000000000000064,
3146,460,0,재방문 의사,,,CD_00000000000000064,
3147,460,0,주변지인 소개의향,,,CD_00000000000000064,
